S. No,offer_id,reward_id,label_in_english,total_payout_in_paise,total_revenue_in_paise
2340,3168,3357,,700,2575
2341,3169,3358,Purchase,110000,155400
2342,3170,3359,Complete Install,200,700
2343,3256,3445,shoot,1000,100
2344,3171,3360,Register,2400,8226
2345,3172,3361,Complete Install,200,700
2346,3174,3363,Download,200,700
2347,3175,3364,Register,200,1000
2348,3176,3365,Register,494,1645
2349,3177,3366,,150,515
2350,3178,3367,Complete Deposit,55000,8000
2351,2627,2836,Register,5500,0
2352,3195,3384,Deposit,5000,20000
2353,3173,3362,Complete Registration,9000,20000
2354,3179,3368,Complete Install,30,156
2355,3180,3369,Complete Registration,700,2468
2356,3181,3370,Download,250,823
2357,3182,3371,Download ,400,1400
2358,3183,3372,Download,150,502
2359,3184,3373,Complete Deposit,7000,16452
2360,3185,3374,Complete Deposit,7000,16452
2361,3186,3375,Complete Registration,400,1400
2362,3156,3343,Register,530,1769
2363,3187,3376,Complete Registration,300,900
2364,3188,3377,Complete Install,32,107
2365,3189,3378,Register,1500,400
2366,3483,3673,Account Open,7200,25000
2367,3191,3380,Complete Install,300,700
2368,3192,3381,Complete Registration,7000,17000
2369,3193,3382,Complete Install,32,107
2370,3194,3383,Complete Install,100,823
2371,3196,3385,Complete Install,100,658
2372,3197,3386,Complete Registration,5000,20000
2373,3198,3387,Complete Install,150,824
2374,3257,3446,Complete Deposit,10,100
2375,3199,3388,Complete Install,200,659
2376,3200,3389,Complete Registration,500,1978
2377,3201,3390,Register,15000,50015
2378,3202,3391,Complete Registration,1000,3000
2379,3203,3392,Complete Deposit,6500,3000
2380,3204,3393,Register,500,1978
2381,2726,2938,Open DEMAT Account,40000,50000
2382,3205,3394,Register,500,1483
2383,3206,3395,Deposit,6000,19992
2384,3207,3396,Complete KYC,4000,12000
2385,3208,3397,Download,320,1300
2386,3209,3398,Cashback on Video view,300,1200
2387,3210,3399,Complete Install,300,700
2388,3211,3400,Download,250,600
2389,3212,3401,Complete Registration,400,900
2390,3213,3402,Download,300,785
2391,3214,3403,Download,165,675
2392,3215,3404,Download,400,800
2393,3216,3405,Register,800,1900
2394,3217,3406,Register,800,1900
2395,3218,3407,Complete Install,300,700
2396,3219,3408,Register,800,300
2397,3535,3729,Download,32,106
2398,3221,3410,Complete Registration,1000,3000
2399,3222,3411,Complete Deposit,6500,3000
2400,3223,3412,Complete Registration,200,823
2401,3224,3413,Complete KYC,3000,10000
2402,3225,3414,Download,300,1000
2403,3226,3415,Complete Install,250,823
2404,3227,3416,Download,250,823
2405,3228,3417,Complete Registration,500,1700
2406,3229,3418,Complete Subsciption,12000,30000
2407,3230,3419,Complete Registration,200,700
2408,3231,3420,Complete Install,32,107
2409,3232,3421,Complete Registration,700,2303
2410,3234,3423,Complete Install,300,1000
2411,3235,3424,Complete Registration,500,1974
2412,3236,3425,Download,200,800
2413,3237,3426,Download,200,800
2414,3238,3427,Complete Install,200,823
2415,3239,3428,Complete Registration,500,1700
2416,3240,3429,Register Now,700,3500
2417,3241,3430,Register Now,2000,3500
2418,3242,3431,Register on the app,400,1300
2419,3243,3432,Complete KYC,6000,17000
2420,3233,3422,Complete Install,200,800
2421,3258,3447,Complete Install,70,400
2422,3245,3434,Complete Install,200,600
2423,3246,3435,Purchase,11000,15000
2424,3247,3436,Complete Install,32,108
2425,3248,3437,Complete account open,6000,20789
2426,3249,3438,Complete Registration,700,2482
2427,3250,3439,Complete Install,32,108
2428,3251,3440,Complete Registration,700,2482
2429,3252,3441,Complete Install,100,397
2430,3253,3442,Complete Install,32,108
2431,3254,3443,Complete Registration,1000,3000
2432,3255,3444,Complete Deposit,2000,3000
2433,3220,3409,Download,99,331
2434,3259,3448,Complete Install,100,800
2435,3260,3449,Download,100,662
2436,3261,3450,Complete Registration,500,1700
2437,3262,3451,Complete Account Open,10000,54854
2438,3263,3452,Complete Registration,400,1492
2439,3264,3453,Download,300,1100
2440,3265,3454,Download,100,1100
2441,3266,3455,Complete Install,100,800
2442,3190,3379,Complete Deposit,3500,6008
2443,3267,3456,Complete Registration,1000,3000
2444,3268,3457,Complete Registration,1000,3000
2445,3271,3460,Complete Registration,500,1983
2446,3272,3461,Complete Install,32,107
2447,3273,3462,Complete First Transaction,5000,14000
2448,3274,3463,Complete Registration,500,1983
2449,3275,3464,Complete Registration,300,986
2450,3276,3465,Complete Registration.,200,800
2451,3277,3466,Complete Registration,1000,4109
2452,3278,3467,Complete Registration,500,2000
2453,3280,3469,Complete Registration,600,2055
2454,3279,3468,Register,200,1000
2455,3281,3470,Complete Registration,1000,3000
2456,3282,3471,Complete Deposit,6500,3000
2457,3283,3472,Complete Install,300,1200
2458,3284,3473,Register,500,1500
2459,3285,3474,Download,200,1000
2460,3286,3475,Download,200,1000
2461,3270,3459,Complete Subsciption,3614,12049
2462,3288,3477,Complete Registration,800,2200
2463,3484,3674,Complete Registration,200,654
2464,3269,3458,Complete Registration,2200,50
2465,3289,3478,Complete Install,150,823
2466,3290,3479,Complete Registration,400,1100
2467,3287,3476,Complete Gameplay,500,1500
2468,3291,3480,Account Opens,2500,6500
2469,3292,3481,Complete Registration,1100,2200
2470,3293,3482,Complete Install,32,107
2471,3294,3483,Complete Install,32,107
2472,3295,3484,Complete Install,200,1070
2473,3484,3675,Additional Task,250,0
2474,3297,3486,Complete Registration,1500,5000
2475,3298,3487,Complete Install,200,1000
2476,3299,3488,Complete Deposit,1200,1975
2477,3300,3489,Complete Install,200,601
2478,3301,3490,Complete Deposit,1809,6032
2479,3302,3491,Register,400,1300
2480,3304,3493,Complete Install,32,107
2481,3305,3494,Complete Registration,200,603
2482,3306,3495,Complete Install,32,107
2483,3307,3496,Complete Registration,32,107
2484,3308,3497,Complete Registration,1000,4000
2485,3309,3498,Purchase,12000,24000
2486,3303,3492,Complete Deposit,6000,9920
2487,3313,3502,Complete Registration,500,1500
2488,3314,3503,Complete Registration.,200,700
2489,3310,3499,Account Open,5000,24639
2490,3311,3500,Register,1000,0
2491,3312,3501,Complete Registration.,200,700
2492,3314,3504,Additional Task,350,0
2493,3315,3505,Download,30,107
2494,3316,3506,Play first game,300,800
2495,3513,3705,Register,500,2500
2496,3317,3507,Complete Registration,250,827
2497,3318,3508,Complete Install,300,800
2498,3319,3509,Deposit and Play,500,1800
2499,3320,3510,Download,300,800
2500,3321,3511,Download,200,604
2501,3322,3512,Deposit and Play,500,1800
2502,3323,3513,Download,300,993
2503,2994,3226,Account Open,10000,43500
2504,3324,3514,Complete Registration,500,1821
2505,3325,3515,Complete Registration,200,700
2506,3326,3516,Complete Registration,1000,0
2507,3327,3517,Register on APK,800,5500
2508,3328,3518,Complete Registration,600,1500
2509,3485,3676,Complete KYC,5000,20000
2510,3331,3521,Complete Registration,400,1400
2511,3332,3522,Complete Install,200,745
2512,3333,3523,Complete Registration,1000,5000
2513,3334,3524,Download,200,600
2514,3335,3525,Download,300,994
2515,3336,3526,Complete Install,32,108
2516,3337,3527,Download,32,108
2517,3338,3528,Complete Registration,1000,0
2518,3339,3529,Complete Registration,250,900
2519,3340,3530,Open Account,7000,22000
2520,3341,3531,Complete Registration,500,1988
2521,3342,3532,Complete Install,200,745
2522,3343,3533,Register,2500,9028
2523,3344,3534,Download,30,107
2524,3345,3535,Download,32,107
2525,3296,3485,Register,200,800
2526,3487,3678,Complete Registration,800,2288
2527,3349,3539,Download,200,550
2528,3350,3540,Complete Registration,100,492
2529,3351,3541,Play and have Fun,20,107
2530,3355,3545,Complete Registration,500,1700
2531,3356,3546,Cashback on first gameplay,1000,4000
2532,3357,3547,Register And Deposit,3500,8500
2533,3358,3548,Complete Survey,300,600
2534,3359,3549,Register And Deposit,3500,6000
2535,3360,3550,Complete Registration,500,1600
2536,3361,3551,Complete Registration,200,598
2537,3362,3552,Register,400,1475
2538,3366,3556,Register,700,3279
2539,3367,3557,Register,350,1230
2540,3368,3558,Register,500,1967
2541,3369,3559,Register,800,4344
2542,3370,3560,Complete Registration,400,2049
2543,3371,3561,Download,70,246
2544,3372,3562,Download,200,700
2545,3373,3563,Register,700,0
2546,3381,3571,Download,30,107
2547,3375,3565,Complete Registration,200,650
2548,2888,3112,Complete Subscription,10000,12049
2549,3376,3566,Register,400,1475
2550,3377,3567,Complete Registration,600,2049
2551,3378,3568,Download,200,738
2552,3379,3569,Complete Registration,600,5600
2553,3380,3570,Download,30,107
2554,3382,3572,Register,800,4000
2555,3383,3573,Complete Install,200,800
2556,3384,3574,Complete Registration.,200,800
2557,3385,3575,Complete Registration.,200,800
2558,3386,3576,Complete Registration,800,2500
2559,3387,3577,Complete Subsciption,11000,14693
2560,3388,3578,Complete Install,200,800
2561,3389,3579,Register,500,1469
2562,3390,3580,Download,30,106
2563,3391,3581,Account Open,6000,24000
2564,3392,3582,Register on the app,300,1000
2565,3393,3583,Register,1500,300
2566,3486,3677,Complete Registration,700,5100
2567,3395,3585,Download,245,816
2568,3396,3586,Complete KYC,4000,13060
2569,3397,3587,Register,1000,3918
2570,3398,3588,Play and have Fun,32,106
2571,3400,3590,Complete Install,200,600
2572,3401,3591,Apply for Loan,4000,6000
2573,3402,3592,Complete Registration.,200,800
2574,3403,3593,Download,300,1500
2575,3405,3595,Download,32,106
2576,3406,3596,Download,61,203
2577,3407,3597,Download,300,1000
2578,3408,3598,Complete Install,32,106
2579,3409,3599,Complete Install,32,106
2580,3410,3600,Register,400,1462
2581,3404,3594,Apply for Loan,4000,6500
2582,3415,3605,Download,300,1500
2583,3411,3601,Complete Registration,1000,7000
2584,3412,3602,Complete KYC,6000,32496
2585,3414,3604,Complete Registration,300,975
2586,3399,3589,Register,974,3249
2587,3416,3606,Complete Registration,1200,4000
2588,3488,3679,Deposit and Play,500,1400
2589,3413,3603,Account Open,15000,50000
2590,3419,3609,Download,97,322
2591,3421,3611,Get Top 3 Rank,0,0
2592,3422,3612,Complete Registration,600,1800
2593,3423,3613,Complete Install,58,193
2594,3424,3614,Complete Registration,400,1369
2595,3425,3615,Register,700,2496
2596,3394,3584,Apply for Loan,4500,6530
2597,3426,3616,Complete Registration,300,1215
2598,3427,3617,Complete Registration,1000,3969
2599,3428,3618,Register,800,2511
2600,3429,3619,Register,4000,6479
2601,3430,3620,Complete KYC,2000,4000
2602,3431,3621,Complete Registration,500,1500
2603,3432,3622,Register,300,900
2604,3433,3623,Register,200,600
2605,3434,3624,Download,121,405
2606,3435,3625,Register,900,3000
2607,3436,3626,Download,300,1215
2608,3437,3627,Register,400,1000
2609,3438,3628,Complete Install,32,105
2610,3439,3629,Download,32,105
2611,3440,3630,Apply for Loan,4000,6500
2612,3441,3631,Register,1000,3891
2613,3504,3696,Register,300,800
2614,3442,3632,Purchase,8000,12000
2615,3420,3610,Complete Install,61,203
2616,2556,2760,Register and Deposit,6500,0
2617,3443,3633,Register,200,600
2618,3444,3634,Complete Registration,100,324
2619,3445,3635,Register,400,1500
2620,3446,3636,Complete Registration,4000,1000
2621,3054,3275,Purchase,11000,15000
2622,3502,3694,Complete Install,50,600
2623,3448,3638,Complete Registration.,500,1700
2624,3449,3639,Download,200,657
2625,3450,3640,Complete Registration,400,1459
2626,3451,3641,Download,200,657
2627,3452,3642,Complete Install,73,243
2628,3453,3643,Register,400,1800
2629,3454,3644,Complete Registration,500,2026
2630,3455,3645,Complete Registration.,200,600
2631,3456,3646,Register,500,1500
2632,3457,3647,Complete Install,200,813
2633,3458,3648,Download,300,1220
2634,3459,3649,Complete Registration,300,1000
2635,3460,3650,Complete Registration,300,900
2636,3461,3651,Download,150,550
2637,2302,2499,Register,1200,0
2638,3462,3652,Complete Registration,1200,2200
2639,3463,3653,Register,200,800
2640,3464,3654,Complete Deposit,6500,10000
2641,3465,3655,Download,50,203
2642,3466,3656,Complete Install,400,1224
2643,3467,3657,Complete Registration,1200,2200
2644,3468,3658,Complete Install,700,2285
2645,3469,3659,Register,300,979
2646,3470,3660,Complete Install,32,106
2647,3374,3564,Download,48,163
2648,3471,3661,Complete Install,32,106
2649,3472,3662,Complete Install,61,204
2650,3473,3663,Complete Registration,500,1956
2651,3474,3664,Complete Registration,700,3505
2652,3475,3665,Complete Install,32,106
2653,3489,3680,Complete KYC,3000,12255
2654,3490,3681,Complete Subsciption,10000,12990
2655,3491,3682,Complete Install,200,654
2656,3492,3683,Complete Registration,700,2533
2657,3493,3684,Complete Install,32,106
2658,3494,3685,Register,1000,4000
2659,3496,3688,Complete Registration,800,3000
2660,3497,3689,Complete Registration,800,3000
2661,3498,3690,Apply for loan,3500,6454
2662,3499,3691,Complete Subsciption,7000,10948
2663,3500,3692,Open DEMAT Account,5000,28000
2664,3495,3686,Account Open,7200,26000
2665,3501,3693,Download,300,899
2666,3516,3708,Register,2500,700
2667,3506,3698,Complete Registration,700,2453
2668,3505,3697,Register,400,800
2669,3507,3699,Register,900,3000
2670,3508,3700,Complete Install,32,106
2671,3510,3702,Register,600,2000
2672,3512,3704,Register,900,4000
2673,3514,3706,Complete Registration,1200,2200
2674,3515,3707,Complete Deposit,6500,12000
2675,3517,3709,Register,2500,700
2676,3518,3710,Complete Registration,500,1500
2677,3519,3711,Account Open,6000,30005
2678,3520,3712,Complete Registration,500,1758
2679,3521,3713,Complete Registration,300,1226
2680,3503,3695,Complete Install,150,600
2681,3522,3714,Complete Install,32,106
2682,3523,3715,Complete Gameplay,500,1400
2683,3524,3716,Complete Install,61,204
2684,3525,3717,Complete Install,32,106
2685,3526,3718,Complete Registration,1000,5473
2686,3527,3719,Complete Install,200,735
2687,3528,3720,Complete Registration.,250,700
2688,3528,3721,Additional Task,450,0
2689,3529,3722,Install,200,600
2690,3529,3723,Additional Task,450,0
2691,3530,3724,Complete Install,32,106
2692,3531,3725,Download,294,980
2693,3532,3726,Complete Registration,400,1470
2694,3533,3727,Complete Registration,400,1200
2695,3534,3728,Complete Install,200,700
2696,3536,3730,Complete Registration,1000,2940
2697,3537,3731,Complete Install,196,653
2698,3538,3732,Complete Install,32,106
2699,3539,3733,Complete Install,32,106
2700,3540,3734,Complete Install,32,106
2701,3541,3735,Complete Registration,500,1500
2702,3542,3736,Complete Registration,200,1200
2703,3542,3737,Additional Task,800,0
2704,3543,3738,Complete Subsciption,15000,25000
2705,3544,3739,Complete Registration,600,5500
2706,3545,3740,Complete Install,100,702
2707,3545,3741,Additional Task,550,0
2708,3546,3742,Complete Zip Activation,6000,20000
2709,3547,3743,Complete Request Money,5000,14719
2710,3548,3744,Register And Deposit,3500,8500
2711,3549,3745,Complete Account Open,5000,11272
2712,3550,3746,Register,500,1700
2713,3551,3747,Complete Install,32,106
2714,3552,3748,Complete Account Open,7000,24504
2715,3553,3749,Complete Install,150,491
